"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200701","2007M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200702","2007M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200702","2007M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200702","2007M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200703","2007M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200703","2007M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200703","2007M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200704","2007M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200704","2007M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200704","2007M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200705","2007M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200705","2007M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200705","2007M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200706","2007M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200706","2007M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200706","2007M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200707","2007M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200707","2007M07","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200707","2007M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200708","2007M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200708","2007M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200708","2007M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200709","2007M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200709","2007M09","TDM01C2","New Vehicle Registrations","Number","0"
